city,date,fare,ride_id
Jacobfort,3/2/16 21:38,20.25,5100000000000
Prattfurt,10/10/16 13:14,27.01,3890000000000
West Sydneyhaven,5/27/16 20:27,16.88,5320000000000
Zimmermanmouth,6/1/16 11:10,42.01,589000000000
Eriktown,7/20/16 15:09,33.82,2160000000000
Williamshire,7/15/16 2:06,26.93,1130000000000
Zimmermanmouth,9/15/16 0:25,21.88,1940000000000
Vickimouth,11/8/16 18:43,22.19,4240000000000
Swansonbury,2/19/16 3:13,21.13,1190000000000
Port Josephfurt,6/25/16 6:09,6.94,5510000000000
Williamshire,8/12/16 21:51,23.65,6740000000000
Alyssaberg,7/1/16 15:29,36,1280000000000
Jacobfort,9/29/16 10:25,29.05,6190000000000
South Louis,9/29/16 10:37,44.14,5720000000000
Aprilchester,10/7/16 21:35,43.31,5060000000000
West Oscar,7/12/16 4:00,8.67,3450000000000
West Sydneyhaven,4/23/16 18:33,22.73,5350000000000
Port Martinberg,11/5/16 23:22,29.19,532000000000
Davistown,5/31/16 17:59,8.51,520000000000
Swansonbury,3/25/16 17:50,44.11,5060000000000
Torresshire,10/3/16 0:19,43.25,6930000000000
New Jeffrey,1/8/16 5:09,28.38,6600000000000
Port Johnstad,8/15/16 19:53,4.05,627000000000
Arnoldview,3/25/16 6:12,13.48,1940000000000
Port Josephfurt,1/11/16 3:22,39.5,1070000000000
West Oscar,5/25/16 3:59,36.56,8930000000000
South Louis,6/4/16 1:01,26.72,8470000000000
West Oscar,9/25/16 9:47,12.4,20928457069
Russellport,10/19/16 15:17,27.9,3580000000000
Lake Jennaton,7/24/16 3:38,28.22,7020000000000
Maryside,3/19/16 18:58,17.06,6390000000000
Smithhaven,5/8/16 22:23,40.49,9800000000000
Port Martinberg,6/27/16 18:51,18.47,1190000000000
Fosterside,11/7/16 18:52,17.47,268000000000
New Jeffrey,8/27/16 9:10,23.71,636000000000
Pamelahaven,1/7/16 15:08,37.23,5760000000000
Torresshire,9/29/16 20:31,14.35,1560000000000
West Brandy,3/17/16 16:32,44.12,4150000000000
Prattfurt,1/24/16 17:39,24.67,3180000000000
West Oscar,4/3/16 22:42,37.73,5050000000000
Kimberlychester,11/20/16 0:22,11.23,2810000000000
Maryside,3/16/16 22:22,33.19,4820000000000
Kellershire,7/22/16 0:14,26.08,10000000000000
South Josephville,8/26/16 19:29,34.33,2390000000000
Alyssaberg,6/8/16 22:23,4.85,6740000000000
Alvarezhaven,5/1/16 14:35,22.54,6440000000000
New Aaron,7/11/16 23:32,35.42,8740000000000
East Erin,11/5/16 22:54,20.02,5950000000000
Russellport,7/7/16 22:03,15.99,409000000000
East Douglas,11/20/16 15:55,44.07,2220000000000
Port Martinberg,7/9/16 7:34,27.88,7270000000000
Stewartview,3/28/16 7:23,14.43,7790000000000
Lake Sarashire,5/8/16 22:12,36.32,945000000000
Vickimouth,9/7/16 21:52,26.31,8800000000000
West Brandy,4/10/16 19:17,6.56,7230000000000
Port Johnstad,2/15/16 19:16,38.17,8330000000000
Antoniomouth,5/28/16 5:23,18.56,4800000000000
New Andreamouth,4/30/16 12:02,35.68,6000000000000
Kellershire,4/2/16 12:01,22.22,4840000000000
Nguyenbury,10/25/16 21:23,8.06,1020000000000
West Brandy,6/8/16 13:27,5.85,5640000000000
Davidtown,8/2/16 4:52,29.79,3800000000000
Fosterside,4/17/16 5:32,22.15,2790000000000
West Dawnfurt,5/2/16 22:34,30.97,4710000000000
Swansonbury,5/2/16 17:18,26.71,6150000000000
South Louis,2/14/16 3:22,23.15,6610000000000
Sandymouth,1/19/16 11:06,39.95,638000000000
West Brittanyton,5/23/16 7:10,21.94,2100000000000
Davidtown,3/16/16 15:08,33.11,5480000000000
Edwardsbury,7/26/16 14:40,36.86,7630000000000
Fosterside,2/23/16 9:11,13.85,9730000000000
Lake Jeffreyland,7/22/16 17:34,36.65,1640000000000
South Louis,7/21/16 22:51,19.83,4300000000000
Eriktown,11/5/16 19:50,28.69,417000000000
New Andreamouth,11/9/16 2:57,21.42,3160000000000
Stewartview,10/17/16 18:43,15.78,6850000000000
Fosterside,10/6/16 13:12,8.62,2000000000000
Port Martinberg,2/27/16 12:10,42.47,2770000000000
Spencertown,1/28/16 1:07,30.2,4590000000000
New David,11/24/16 4:19,24.33,8980000000000
Travisville,1/16/16 9:31,19.91,8450000000000
Vickimouth,9/20/16 17:47,20.04,4260000000000
Spencertown,5/17/16 16:18,34.05,4420000000000
Antoniomouth,10/5/16 21:29,25.79,3560000000000
Lisaville,10/30/16 8:23,23.88,9000000000000
Arnoldview,9/6/16 18:04,5.44,8150000000000
Carrollfort,4/29/16 16:44,8.07,5810000000000
Lisatown,11/19/16 4:50,15.48,6950000000000
Prattfurt,7/10/16 7:51,35.29,7330000000000
New Christine,2/26/16 13:36,26.36,4110000000000
West Oscar,5/14/16 9:03,38.81,4640000000000
West Alexis,6/20/16 15:53,40.08,7320000000000
West Dawnfurt,7/30/16 12:11,16.78,6190000000000
Davidtown,7/20/16 8:29,22,2550000000000
Spencertown,3/26/16 7:05,24.14,866000000000
New David,4/20/16 9:22,44.7,1620000000000
Nguyenbury,9/15/16 22:17,43.94,1500000000000
Port Josephfurt,7/13/16 11:39,8.91,5320000000000
Smithhaven,11/14/16 17:02,14.8,7740000000000
New Jeffrey,8/25/16 16:19,27.4,4750000000000
New Christine,10/19/16 21:37,9.45,4520000000000
Williamshire,7/24/16 14:35,9.97,8970000000000
Port Johnstad,7/7/16 6:38,39.79,5160000000000
New David,11/1/16 12:39,44.2,4390000000000
Davistown,2/20/16 4:23,30.68,905000000000
New Christine,9/13/16 18:22,13.71,877000000000
Pearsonberg,2/6/16 2:18,42.48,6940000000000
Port Samantha,10/4/16 1:21,28.25,1360000000000
Carrollfort,7/23/16 15:02,26.49,10000000000000
Lake Jeffreyland,3/24/16 2:55,40.58,8760000000000
Port Johnstad,4/18/16 6:40,8.62,5060000000000
Nguyenbury,3/31/16 12:51,5.77,4990000000000
South Bryanstad,8/12/16 23:50,28.95,9520000000000
Sandymouth,1/8/16 11:47,4.2,2480000000000
West Sydneyhaven,3/11/16 0:48,13.68,2220000000000
Sandymouth,2/11/16 9:48,17.1,4220000000000
Davidtown,1/1/16 23:43,8.2,7770000000000
Russellport,2/18/16 0:58,14.44,1150000000000
Alyssaberg,2/19/16 5:20,8.59,403000000000
West Peter,3/23/16 16:44,38.45,2050000000000
Alvarezhaven,5/20/16 12:26,42,7850000000000
Alvarezhaven,8/3/16 6:45,4.07,6100000000000
New Maryport,1/10/16 20:29,34.15,4300000000000
South Josephville,11/18/16 2:59,20.01,6110000000000
Arnoldview,10/5/16 3:25,10.48,6330000000000
South Louis,2/10/16 22:53,30.6,8980000000000
Carrollfort,10/19/16 2:21,24.94,2430000000000
West Jefferyfurt,2/20/16 5:32,17.24,90536052956
West Sydneyhaven,8/19/16 9:57,6.44,6610000000000
Fosterside,9/19/16 12:47,5.53,9830000000000
Lake Sarashire,3/22/16 2:36,35.62,6110000000000
Port Johnstad,7/20/16 15:46,15.14,1890000000000
South Josephville,2/1/16 0:44,4.69,3350000000000
Port Samantha,1/6/16 15:04,25.39,5160000000000
Lake Stevenbury,8/30/16 19:55,27.35,7540000000000
Smithhaven,4/28/16 14:21,17.41,3070000000000
Lisatown,8/28/16 21:01,26.42,4780000000000
Travisville,2/14/16 22:53,27.89,287000000000
Williamshire,4/20/16 17:13,39.42,6620000000000
Sandymouth,3/8/16 21:39,13.4,1500000000000
West Brandy,10/26/16 3:25,12.71,5090000000000
Lake Stevenbury,8/21/16 14:09,12.49,6480000000000
Port Johnstad,4/15/16 18:08,26.23,6080000000000
West Peter,9/14/16 15:30,38.49,7450000000000
Port Johnstad,10/19/16 13:57,39.44,8060000000000
New Aaron,6/4/16 2:23,20.53,2320000000000
New David,5/3/16 16:38,32.12,141000000000
Aprilchester,10/14/16 13:03,17.94,6500000000000
Port Josephfurt,10/31/16 4:48,41.94,3150000000000
Nguyenbury,9/29/16 23:40,35.73,1540000000000
Arnoldview,8/4/16 11:44,29.49,9820000000000
Pearsonberg,3/29/16 12:59,36.4,9390000000000
New Maryport,7/13/16 10:19,11.96,5600000000000
New Maryport,8/27/16 12:46,32.67,837000000000
Stewartview,6/10/16 14:50,31.47,5400000000000
Alyssaberg,8/27/16 6:36,11.38,2200000000000
Torresshire,12/4/16 15:39,38.02,6250000000000
South Josephville,5/19/16 0:58,27.96,816000000000
Lake Jennaton,1/18/16 8:02,15.86,2260000000000
Lisaville,1/4/16 1:40,42.14,2670000000000
Russellport,4/4/16 16:17,36.62,9550000000000
Arnoldview,4/2/16 23:42,39.53,1050000000000
Kimberlychester,7/4/16 11:41,14.85,9830000000000
Aprilchester,3/19/16 4:20,25.69,4170000000000
Rodriguezburgh,5/15/16 8:56,22.06,785000000000
Eriktown,12/4/16 7:48,5.43,8530000000000
Antoniomouth,3/13/16 19:52,41.44,8150000000000
Port Johnstad,9/7/16 11:05,39.43,3600000000000
Davistown,3/13/16 10:22,39.05,5990000000000
Port Johnstad,1/26/16 18:19,39.14,6200000000000
New Andreamouth,5/24/16 1:44,17.03,3480000000000
New Andreamouth,3/8/16 11:59,5.09,9660000000000
New Christine,9/23/16 11:29,22.01,7560000000000
Port Samantha,9/8/16 12:46,40.1,3940000000000
Davidtown,2/20/16 16:27,12.64,7150000000000
West Peter,1/15/16 9:18,29.65,7690000000000
Mooreview,10/6/16 11:54,24.94,7430000000000
Torresshire,10/21/16 8:28,15.16,5430000000000
Smithhaven,1/17/16 23:39,27.17,2990000000000
West Peter,4/20/16 0:52,35.17,1460000000000
Sandymouth,10/21/16 16:57,4.76,6960000000000
East Erin,9/5/16 0:50,44.96,5170000000000
West Peter,9/6/16 18:01,15.63,5820000000000
East Erin,8/10/16 6:20,31.07,6620000000000
Russellport,6/12/16 15:10,23.01,425000000000
East Douglas,1/14/16 15:35,32.56,4980000000000
Carrollfort,7/28/16 16:00,30.69,7830000000000
Fosterside,1/10/16 23:19,41.96,9980000000000
Sandymouth,10/22/16 11:31,36.53,9230000000000
West Alexis,9/18/16 0:18,11.21,9930000000000
Maryside,8/13/16 19:11,31.47,3760000000000
Travisville,3/12/16 19:18,44.07,7650000000000
Vickimouth,3/1/16 0:15,12.07,5510000000000
Arnoldview,2/25/16 3:28,6.45,4440000000000
Lake Sarashire,6/16/16 5:24,11.26,5120000000000
Mooreview,4/5/16 5:22,40.99,8600000000000
East Erin,8/27/16 20:23,24.66,8700000000000
Williamshire,6/29/16 21:55,44.73,3510000000000
Stewartview,4/6/16 18:53,15.19,7700000000000
Lisaville,6/21/16 3:07,29.94,400000000000
Lake Jennaton,8/1/16 21:47,30.09,5950000000000
West Brandy,12/5/16 0:26,24.12,6710000000000
Swansonbury,6/13/16 3:24,15.51,9020000000000
Lisaville,2/10/16 20:42,44.12,985000000000
Carrollfort,5/16/16 18:01,21.78,8720000000000
Aprilchester,4/4/16 13:08,24.26,1490000000000
West Brittanyton,7/20/16 6:59,22.94,9240000000000
Kimberlychester,8/23/16 18:33,9.68,2740000000000
Kimberlychester,7/7/16 10:01,22.16,735000000000
Port Josephfurt,10/20/16 4:17,29.27,6970000000000
Lisaville,5/1/16 17:04,44.29,6530000000000
Aprilchester,5/31/16 14:41,39.53,2400000000000
Kimberlychester,11/21/16 23:00,34.27,7740000000000
New Andreamouth,11/9/16 19:19,37.22,3990000000000
Port Samantha,9/18/16 2:37,15.66,6660000000000
Swansonbury,10/4/16 11:52,6.24,8540000000000
Vickimouth,3/3/16 9:41,37.87,1430000000000
Port Samantha,2/9/16 17:41,15.6,6810000000000
Kelseyland,4/20/16 5:36,31.67,2870000000000
Kelseyland,5/2/16 5:55,40.92,2770000000000
New Maryport,5/8/16 12:25,39.88,8890000000000
Travisville,1/20/16 21:31,4.95,5910000000000
New Aaron,6/1/16 22:33,44.99,3740000000000
Vickimouth,2/27/16 8:42,8.89,9420000000000
Carrollfort,7/9/16 22:55,24.16,2360000000000
South Josephville,6/11/16 9:24,33.72,3610000000000
Wiseborough,5/24/16 0:45,4.74,8940000000000
South Bryanstad,8/17/16 22:38,21.34,5940000000000
Swansonbury,4/9/16 22:57,36.73,7130000000000
Alvarezhaven,1/25/16 6:02,5.16,2230000000000
Jacobfort,2/29/16 18:17,24.45,3010000000000
New David,11/3/16 14:58,38.62,2080000000000
Nguyenbury,1/30/16 13:17,33.43,6260000000000
Port Martinberg,11/11/16 21:16,22.38,1130000000000
Arnoldview,7/31/16 18:16,10.74,5700000000000
New Andreamouth,3/12/16 15:09,18.33,1650000000000
New Jeffrey,4/14/16 1:43,31.47,918000000000
Edwardsbury,4/12/16 5:27,10.65,7430000000000
East Douglas,3/1/16 17:52,20.27,1100000000000
Lake Jennaton,11/10/16 2:12,41.72,9530000000000
Lake Sarashire,6/30/16 10:48,35.35,5100000000000
Port Martinberg,2/27/16 0:10,16.84,3520000000000
Spencertown,8/25/16 14:12,11.93,7470000000000
Port Josephfurt,6/26/16 8:24,43.65,9410000000000
New Aaron,3/23/16 18:54,10.61,5080000000000
Pearsonberg,2/22/16 20:28,20.27,3350000000000
Antoniomouth,2/11/16 19:28,35.05,8730000000000
East Erin,2/4/16 9:29,15.57,75841830079
Port Samantha,8/28/16 20:20,42.34,2700000000000
Port Johnstad,7/9/16 19:59,30.87,2640000000000
New Jeffrey,1/25/16 8:30,34.01,6560000000000
East Erin,9/23/16 10:01,39.33,6270000000000
Vickimouth,1/21/16 6:11,14.22,5800000000000
Lake Stevenbury,3/16/16 18:42,34.09,1210000000000
Nguyenbury,8/30/16 4:06,7.03,6220000000000
West Oscar,6/5/16 21:53,39.53,2310000000000
Lake Sarashire,3/20/16 6:40,15.2,9870000000000
South Bryanstad,9/11/16 12:04,18.43,4390000000000
Travisville,8/4/16 20:22,26.48,1140000000000
Vickimouth,5/15/16 19:26,11.88,5270000000000
West Brandy,4/24/16 13:40,22.57,2510000000000
Rodriguezburgh,12/2/16 8:18,37.91,3150000000000
Alyssaberg,5/27/16 16:42,4.94,3710000000000
Smithhaven,10/13/16 22:03,19.87,606000000000
West Oscar,11/9/16 5:46,8.66,8950000000000
Smithhaven,5/3/16 9:43,10.56,6740000000000
Sarabury,9/30/16 20:41,44.32,2100000000000
New David,5/21/16 0:01,17.06,9680000000000
Travisville,5/9/16 18:15,36.37,1010000000000
Lake Jeffreyland,11/7/16 1:56,39.58,2730000000000
Lake Jeffreyland,5/28/16 7:17,37.9,1640000000000
New Andreamouth,10/15/16 7:28,30.43,9150000000000
Sarabury,7/30/16 10:37,25.99,5230000000000
West Sydneyhaven,8/4/16 17:20,21.99,9520000000000
South Roy,8/8/16 8:26,44.34,418000000000
Jacobfort,11/14/16 14:42,12.04,892000000000
Fosterside,5/20/16 0:15,42.67,6760000000000
Antoniomouth,1/8/16 2:19,43.26,6270000000000
Port Martinberg,8/3/16 20:00,31.93,1140000000000
West Oscar,1/2/16 7:50,36.06,2480000000000
Rodriguezburgh,6/3/16 15:45,36.07,3480000000000
West Dawnfurt,4/20/16 21:22,6.17,3530000000000
Pearsonberg,3/5/16 12:54,24.33,83452309358
West Oscar,1/27/16 21:43,27.91,8220000000000
Pearsonberg,9/13/16 6:32,11.35,9430000000000
Jacobfort,11/7/16 0:55,34.54,5280000000000
Fosterside,6/1/16 2:10,20.18,3720000000000
Lake Sarashire,4/17/16 4:08,39.55,4780000000000
Rodriguezburgh,2/15/16 6:46,20.76,7110000000000
Antoniomouth,6/27/16 11:53,19.91,5740000000000
Yolandafurt,8/27/16 23:18,34.95,9030000000000
Russellport,6/3/16 21:49,23.05,3860000000000
Maryside,3/16/16 8:29,35.47,5350000000000
New David,3/11/16 17:19,37.52,4210000000000
West Brittanyton,7/24/16 11:09,36.31,2180000000000
Pamelahaven,7/23/16 0:02,40.09,9080000000000
South Roy,10/1/16 22:21,43.07,2190000000000
West Alexis,7/5/16 16:43,10.04,5290000000000
West Sydneyhaven,5/23/16 11:24,41.55,4120000000000
Stewartview,8/31/16 11:18,20.02,2050000000000
New Maryport,7/19/16 5:21,33.31,2810000000000
Jacobfort,10/27/16 17:53,14.99,9620000000000
Carrollfort,1/13/16 13:03,29.2,4810000000000
New Aaron,2/7/16 3:24,19.09,8830000000000
Lake Jennaton,6/25/16 16:32,10.95,7330000000000
Fosterside,12/3/16 5:03,33.45,976000000000
Edwardsbury,8/6/16 6:20,36.3,5990000000000
Pamelahaven,2/1/16 19:44,7.5,9990000000000
West Oscar,6/13/16 12:57,29.91,3600000000000
Lake Jeffreyland,3/3/16 1:10,44.68,788000000000
Wiseborough,7/8/16 0:43,30.94,8680000000000
Mooreview,7/30/16 17:39,37.14,8240000000000
Maryside,4/21/16 3:14,29.25,6700000000000
Lake Sarashire,6/6/16 4:51,33.25,6300000000000
Port Johnstad,5/4/16 10:44,33.64,664000000000
New David,1/23/16 9:17,27.55,403000000000
West Jefferyfurt,9/7/16 6:09,34.4,9480000000000
South Roy,8/3/16 21:28,5.19,9820000000000
Arnoldview,1/30/16 11:19,22.23,5840000000000
Davistown,4/26/16 21:16,38.1,1940000000000
South Roy,7/10/16 4:09,17.23,1510000000000
Edwardsbury,2/9/16 18:25,43.5,6800000000000
Stewartview,2/8/16 17:08,43.91,3940000000000
Mooreview,7/26/16 23:48,29.37,2590000000000
Port Samantha,11/30/16 20:45,6.26,6330000000000
West Dawnfurt,6/15/16 21:42,26.75,6460000000000
Nguyenbury,2/11/16 0:31,37.16,6700000000000
Eriktown,3/22/16 22:54,35.16,5340000000000
New Aaron,7/16/16 19:43,28.88,4870000000000
Antoniomouth,7/31/16 19:23,10.44,7500000000000
West Sydneyhaven,6/25/16 20:10,15.65,6840000000000
Nguyenbury,11/29/16 13:10,5.75,3040000000000
Lake Jeffreyland,3/1/16 18:09,42.07,8660000000000
Maryside,4/27/16 9:54,40.67,5580000000000
Alvarezhaven,11/19/16 2:00,5.34,1110000000000
Aprilchester,10/24/16 20:16,32.42,5570000000000
Maryside,9/3/16 9:45,36.94,8260000000000
West Peter,9/10/16 6:14,17.77,4120000000000
Spencertown,7/19/16 19:03,7.39,2430000000000
West Peter,9/22/16 3:26,9.13,4230000000000
Port Samantha,5/30/16 3:00,18.63,9820000000000
Lake Jennaton,10/17/16 16:52,10.67,1340000000000
Antoniomouth,1/23/16 9:02,39.87,4750000000000
Travisville,5/11/16 13:05,42.99,4780000000000
West Oscar,1/11/16 11:58,31.81,2190000000000
West Dawnfurt,8/5/16 23:20,18.57,243000000000
Swansonbury,11/9/16 1:30,43.61,5240000000000
Lisatown,5/18/16 3:24,43,5750000000000
Swansonbury,6/24/16 8:15,43.95,4570000000000
Fosterside,8/6/16 4:15,22.67,405000000000
West Brandy,10/18/16 9:21,36.16,1530000000000
Sandymouth,7/28/16 18:03,4.26,298000000000
Lake Stevenbury,9/9/16 19:17,43.07,3020000000000
New Andreamouth,10/28/16 22:00,39.74,4700000000000
Kimberlychester,10/10/16 22:34,8.74,2670000000000
Zimmermanmouth,9/16/16 3:59,34.65,3810000000000
Lake Sarashire,5/10/16 4:34,43.85,8240000000000
East Douglas,3/4/16 15:34,43.62,8270000000000
Lisaville,7/16/16 10:17,43,985000000000
Lake Jeffreyland,5/15/16 8:54,4.15,5570000000000
Lake Stevenbury,7/12/16 16:11,15.23,1560000000000
West Alexis,6/15/16 14:21,5.65,1990000000000
New Christine,2/26/16 18:57,11.55,7850000000000
Zimmermanmouth,8/19/16 14:31,14.36,7890000000000
Rodriguezburgh,4/23/16 3:18,19.7,411000000000
Kimberlychester,7/8/16 21:18,39.59,4140000000000
Smithhaven,1/9/16 4:34,41.46,2310000000000
Wiseborough,1/21/16 15:43,18.28,9680000000000
Smithhaven,11/2/16 23:37,4.57,7030000000000
South Louis,10/6/16 3:17,39.52,539000000000
Russellport,3/28/16 3:39,4.84,3610000000000
Fosterside,11/22/16 10:37,37.92,4370000000000
Port Johnstad,10/19/16 6:35,28.5,3440000000000
New Maryport,6/27/16 15:45,38.12,3790000000000
Pearsonberg,1/2/16 9:50,13.8,3290000000000
Kelseyland,6/22/16 6:54,12.58,6630000000000
Torresshire,3/10/16 3:35,7.86,9240000000000
Kelseyland,6/18/16 6:03,16.77,7220000000000
West Alexis,11/10/16 8:10,12.79,6640000000000
Carrollfort,7/20/16 14:53,21.72,9950000000000
Torresshire,10/21/16 1:10,5.32,7490000000000
Lake Stevenbury,4/19/16 8:14,44.76,9510000000000
South Roy,2/8/16 4:56,31.52,3280000000000
Alvarezhaven,2/15/16 11:14,31.74,5490000000000
Russellport,11/21/16 20:26,11.71,7110000000000
Sandymouth,11/10/16 10:12,29.77,5100000000000
New Andreamouth,1/18/16 7:04,26.08,6980000000000
Eriktown,11/10/16 8:31,39.15,4720000000000
New Andreamouth,1/15/16 8:09,12.29,9020000000000
Alvarezhaven,6/16/16 18:29,32.46,859000000000
West Jefferyfurt,6/25/16 17:40,35.93,5690000000000
Williamshire,3/16/16 16:02,12.08,2870000000000
Rodriguezburgh,2/19/16 4:34,34.56,7700000000000
New Maryport,11/12/16 10:00,10.45,7470000000000
Yolandafurt,6/4/16 8:50,35.75,1270000000000
New Christine,9/30/16 5:09,36.04,6890000000000
Lake Jennaton,5/23/16 2:41,42.97,956000000000
Alvarezhaven,3/16/16 2:01,33.62,8970000000000
Lisaville,2/9/16 23:03,30.89,7040000000000
Port Samantha,10/1/16 1:52,43.22,2230000000000
Lisatown,11/9/16 19:01,7.58,7010000000000
Jacobfort,8/7/16 4:38,35.09,8650000000000
West Brittanyton,11/26/16 12:42,22.88,1850000000000
Port Samantha,7/17/16 10:15,14.91,4530000000000
Port Josephfurt,9/25/16 16:36,28.32,6590000000000
Port Martinberg,6/8/16 13:10,23.96,2580000000000
New Aaron,8/31/16 13:53,43.38,995000000000
Lake Jeffreyland,6/4/16 19:38,34.28,2200000000000
Lake Jennaton,10/7/16 19:44,40.49,4660000000000
West Jefferyfurt,6/7/16 0:49,22.81,3240000000000
Port Johnstad,3/13/16 13:43,30.04,8950000000000
Alyssaberg,9/5/16 4:28,24.74,1700000000000
New Andreamouth,10/16/16 12:36,38.23,9550000000000
Russellport,6/28/16 12:09,6.52,7640000000000
Edwardsbury,1/8/16 6:41,28.75,653000000000
Lake Jeffreyland,2/7/16 7:26,37.86,2330000000000
East Erin,9/8/16 17:48,23.31,6040000000000
Edwardsbury,5/9/16 15:54,37.34,398000000000
Russellport,11/17/16 17:55,21.92,5640000000000
Travisville,4/15/16 12:13,15.03,8140000000000
West Brandy,1/4/16 23:48,7.01,8680000000000
South Roy,4/1/16 8:18,42.56,4910000000000
Sarabury,4/1/16 7:15,6.94,1930000000000
Yolandafurt,7/3/16 3:20,21.53,1200000000000
Williamshire,7/19/16 14:23,26.14,3820000000000
South Josephville,1/15/16 16:18,25.83,1640000000000
Port Josephfurt,2/29/16 14:49,42.45,338000000000
Torresshire,10/20/16 19:17,16.64,6260000000000
Williamshire,3/5/16 3:54,22.03,7580000000000
New Andreamouth,10/26/16 13:34,34.01,2640000000000
Swansonbury,11/16/16 23:44,32.51,6040000000000
Kellershire,3/9/16 1:06,9,9200000000000
West Dawnfurt,6/1/16 8:15,30.05,9310000000000
New Jeffrey,11/6/16 23:32,18.1,8780000000000
Kelseyland,1/9/16 20:28,27.21,831000000000
Mooreview,5/11/16 0:21,22.7,3260000000000
Davistown,10/10/16 6:48,33.06,9120000000000
Lake Jeffreyland,10/9/16 15:12,4.16,9930000000000
Pearsonberg,1/2/16 10:59,17.43,7690000000000
Port Johnstad,6/22/16 7:30,35.35,1750000000000
Arnoldview,6/8/16 14:23,33.23,2560000000000
Port Josephfurt,2/14/16 23:20,32.7,3580000000000
Port Josephfurt,9/25/16 4:47,18.85,454000000000
Lisaville,12/5/16 1:52,44.61,2440000000000
West Oscar,10/8/16 16:18,25.35,4010000000000
Prattfurt,10/11/16 16:29,37.78,7680000000000
Swansonbury,3/24/16 17:14,7.17,2320000000000
West Sydneyhaven,4/7/16 10:14,8.88,3260000000000
Lake Stevenbury,10/3/16 0:41,14.32,7740000000000
Aprilchester,6/29/16 11:22,9.1,6470000000000
Lisatown,7/8/16 20:53,7.63,1360000000000
Maryside,10/1/16 5:58,11.2,764000000000
Pamelahaven,5/8/16 11:55,21.15,3910000000000
East Douglas,5/21/16 9:59,11.48,578000000000
Fosterside,7/9/16 18:28,37.65,4260000000000
Sarabury,11/23/16 3:08,37.17,9140000000000
Rodriguezburgh,8/21/16 23:47,13.49,4670000000000
West Brittanyton,9/17/16 8:14,29.53,6640000000000
Travisville,9/25/16 3:51,39.45,2450000000000
Russellport,11/12/16 12:46,29.56,1850000000000
West Peter,7/13/16 17:29,20.53,5580000000000
Williamshire,1/26/16 16:52,41.72,8890000000000
New Aaron,5/26/16 6:44,39.93,507000000000
Stewartview,3/30/16 10:06,15.35,3010000000000
South Roy,1/25/16 0:02,42.09,6940000000000
Alyssaberg,1/8/16 18:50,17.03,1840000000000
West Brandy,6/30/16 22:47,25.68,4220000000000
Lisatown,5/24/16 9:23,23.83,438000000000
Kellershire,6/15/16 1:32,43.76,5650000000000
Zimmermanmouth,11/12/16 22:15,5.27,886000000000
South Louis,5/5/16 13:22,25.15,6980000000000
East Erin,9/27/16 12:31,12.01,9280000000000
West Brandy,1/24/16 3:55,32.4,157000000000
New Jeffrey,11/7/16 7:30,43.51,2710000000000
West Brittanyton,10/21/16 1:04,32.43,9030000000000
Lake Sarashire,5/3/16 17:43,32.53,1730000000000
West Oscar,5/2/16 15:06,7.42,1340000000000
South Louis,1/26/16 11:21,23.67,1890000000000
West Dawnfurt,3/22/16 0:46,16.97,9160000000000
Torresshire,10/5/16 13:00,9.6,8440000000000
New David,2/17/16 21:34,6.49,128000000000
Lisaville,1/2/16 9:04,31.16,2390000000000
Russellport,10/5/16 14:04,17.69,5170000000000
Lisatown,1/10/16 4:34,17.05,3620000000000
Port Martinberg,7/2/16 14:51,25.02,2740000000000
Rodriguezburgh,11/23/16 11:12,20.32,7880000000000
South Josephville,4/4/16 16:33,25.69,1130000000000
Yolandafurt,9/27/16 15:31,21.79,613000000000
Zimmermanmouth,8/21/16 5:53,40.95,5670000000000
Lake Jennaton,5/5/16 8:14,15.81,3510000000000
New Christine,3/1/16 12:45,38.17,1340000000000
Prattfurt,1/11/16 21:18,12.9,5530000000000
Pamelahaven,3/10/16 14:48,34.67,9140000000000
Pearsonberg,5/25/16 21:08,39.59,6720000000000
Kelseyland,7/22/16 19:28,35.71,1230000000000
South Bryanstad,9/11/16 5:26,34.58,9540000000000
West Oscar,10/26/16 13:38,9.57,559000000000
Rodriguezburgh,6/30/16 14:48,35.86,3610000000000
New Andreamouth,2/22/16 18:51,11.92,5790000000000
Pamelahaven,10/13/16 15:13,21.09,2360000000000
New Jeffrey,4/17/16 1:14,6.14,8590000000000
Zimmermanmouth,10/21/16 4:10,24.69,9510000000000
Kelseyland,11/26/16 2:34,15.49,5190000000000
Stewartview,4/10/16 1:26,11.93,8890000000000
West Brittanyton,1/9/16 13:57,30.28,3230000000000
West Brittanyton,6/5/16 0:50,39.15,559000000000
Mooreview,7/11/16 18:46,19.51,2840000000000
Smithhaven,9/3/16 11:34,13.05,2350000000000
Fosterside,9/3/16 1:10,13.37,8860000000000
Pearsonberg,2/16/16 17:47,8.7,5920000000000
South Roy,5/13/16 4:28,14.85,7760000000000
Port Johnstad,7/14/16 8:16,5.97,1910000000000
Yolandafurt,9/16/16 14:36,20.44,3650000000000
Pearsonberg,10/17/16 23:01,29.6,8060000000000
Sarabury,10/23/16 2:40,17.23,1980000000000
Port Martinberg,4/5/16 18:06,5.32,2340000000000
Port Johnstad,7/22/16 11:27,10.88,1260000000000
Carrollfort,10/1/16 4:18,12.76,2390000000000
Kimberlychester,11/12/16 3:56,21.25,1900000000000
